"","OBJECTID","STATE","DATE","POPULATION","NEWCONFIRMED","CUMCONFIRMED","NEWDEATHS","CUMDEATHS","NEWCD_NORM_500","CUMCD_NORM_500","NEWDEATHS_NORM_500","CUMDEATHS_NORM_500","SQMI","EVENT_CATG_S","SCORE","RESTRICTIONS","PHASED_REOPENING","COUNTYOPEN","STUSAB","LATITUDE","LONGITUDE","STATEFP","GNISID"
"672",663,"ARKANSAS",2020-02-09,3041640,0,0,0,0,0,0,0,0,NA,NA,1.15,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"673",664,"ARKANSAS",2020-02-10,3041640,0,0,0,0,0,0,0,0,NA,NA,1.15,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"674",665,"ARKANSAS",2020-02-11,3041640,0,0,0,0,0,0,0,0,NA,NA,1.15,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"675",666,"ARKANSAS",2020-02-12,3041640,0,0,0,0,0,0,0,0,NA,NA,1.15,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"676",667,"ARKANSAS",2020-02-13,3041640,0,0,0,0,0,0,0,0,NA,NA,1.15,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"677",668,"ARKANSAS",2020-02-14,3041640,0,0,0,0,0,0,0,0,NA,NA,1.15,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"678",669,"ARKANSAS",2020-02-15,3041640,0,0,0,0,0,0,0,0,NA,NA,1.15,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"679",670,"ARKANSAS",2020-02-16,3041640,0,0,0,0,0,0,0,0,NA,NA,1.15,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"680",671,"ARKANSAS",2020-02-17,3041640,0,0,0,0,0,0,0,0,NA,NA,1.15,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"681",672,"ARKANSAS",2020-02-18,3041640,0,0,0,0,0,0,0,0,NA,NA,1.15,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"682",673,"ARKANSAS",2020-02-19,3041640,0,0,0,0,0,0,0,0,NA,NA,1.15,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"683",674,"ARKANSAS",2020-02-20,3041640,0,0,0,0,0,0,0,0,NA,NA,1.15,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"684",675,"ARKANSAS",2020-02-21,3041640,0,0,0,0,0,0,0,0,NA,NA,1.15,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"685",676,"ARKANSAS",2020-02-22,3041640,0,0,0,0,0,0,0,0,NA,NA,1.15,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"686",677,"ARKANSAS",2020-02-23,3041640,0,0,0,0,0,0,0,0,NA,NA,1.15,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"687",678,"ARKANSAS",2020-02-24,3041640,0,0,0,0,0,0,0,0,NA,NA,1.15,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"688",679,"ARKANSAS",2020-02-25,3041640,0,0,0,0,0,0,0,0,NA,NA,1.15,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"689",680,"ARKANSAS",2020-02-26,3041640,0,0,0,0,0,0,0,0,NA,NA,1.15,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"690",681,"ARKANSAS",2020-02-27,3041640,0,0,0,0,0,0,0,0,NA,NA,1.15,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"691",682,"ARKANSAS",2020-02-28,3041640,0,0,0,0,0,0,0,0,NA,NA,1.15,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"692",683,"ARKANSAS",2020-02-29,3041640,0,0,0,0,0,0,0,0,NA,NA,1.15,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"693",684,"ARKANSAS",2020-03-01,3041640,0,0,0,0,0,0,0,0,NA,NA,1.15,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"694",685,"ARKANSAS",2020-03-02,3041640,0,0,0,0,0,0,0,0,NA,NA,1.15,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"695",686,"ARKANSAS",2020-03-03,3041640,0,0,0,0,0,0,0,0,NA,NA,1.15,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"696",687,"ARKANSAS",2020-03-04,3041640,0,0,0,0,0,0,0,0,NA,NA,1.15,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"697",688,"ARKANSAS",2020-03-05,3041640,0,0,0,0,0,0,0,0,NA,NA,1.15,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"698",689,"ARKANSAS",2020-03-06,3041640,0,0,0,0,0,0,0,0,NA,NA,1.15,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"699",690,"ARKANSAS",2020-03-07,3041640,0,0,0,0,0,0,0,0,NA,NA,1.15,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"700",691,"ARKANSAS",2020-03-08,3041640,0,0,0,0,0,0,0,0,NA,NA,1.15,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"701",692,"ARKANSAS",2020-03-09,3041640,0,0,0,0,0,0,0,0,NA,NA,1.15,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"702",693,"ARKANSAS",2020-03-10,3041640,0,0,0,0,0,0,0,0,NA,NA,1.15,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"703",694,"ARKANSAS",2020-03-11,3041640,0,0,0,0,0,0,0,0,NA,NA,1.15,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"704",695,"ARKANSAS",2020-03-12,3041640,0,0,0,0,0,0,0,0,NA,NA,1.15,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"705",696,"ARKANSAS",2020-03-13,3041640,9,9,0,0,1,1,0,0,NA,NA,1.15,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"706",697,"ARKANSAS",2020-03-14,3041640,3,12,0,0,0,2,0,0,NA,NA,1.15,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"707",698,"ARKANSAS",2020-03-15,3041640,-9,3,0,0,-1,0,0,0,NA,NA,1.15,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"708",699,"ARKANSAS",2020-03-16,3041640,0,3,0,0,0,0,0,0,NA,NA,1.15,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"709",700,"ARKANSAS",2020-03-17,3041640,0,3,0,0,0,0,0,0,NA,NA,1.15,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"710",701,"ARKANSAS",2020-03-18,3041640,1,4,0,0,0,1,0,0,NA,NA,1.15,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"711",702,"ARKANSAS",2020-03-19,3041640,58,62,0,0,10,10,0,0,NA,NA,1.15,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"712",703,"ARKANSAS",2020-03-20,3041640,38,100,0,0,6,16,0,0,NA,NA,1.15,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"713",704,"ARKANSAS",2020-03-21,3041640,22,122,0,0,4,20,0,0,NA,NA,1.15,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"714",705,"ARKANSAS",2020-03-22,3041640,43,165,0,0,7,27,0,0,NA,NA,1.15,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"715",706,"ARKANSAS",2020-03-23,3041640,27,192,0,0,4,32,0,0,NA,NA,1.15,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"716",707,"ARKANSAS",2020-03-24,3041640,27,219,2,2,4,36,0,0,NA,NA,1.15,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"717",708,"ARKANSAS",2020-03-25,3041640,61,280,0,2,10,46,0,0,NA,NA,1.15,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"718",709,"ARKANSAS",2020-03-26,3041640,55,335,0,2,9,55,0,0,NA,NA,1.15,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"719",710,"ARKANSAS",2020-03-27,3041640,46,381,1,3,8,63,0,0,NA,NA,1.15,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"720",711,"ARKANSAS",2020-03-28,3041640,28,409,2,5,5,67,0,1,NA,NA,1.15,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"721",712,"ARKANSAS",2020-03-29,3041640,17,426,1,6,3,70,0,1,NA,NA,1.15,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"722",713,"ARKANSAS",2020-03-30,3041640,47,473,1,7,8,78,0,1,NA,NA,1.15,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"723",714,"ARKANSAS",2020-03-31,3041640,50,523,1,8,8,86,0,1,NA,NA,1.15,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"724",715,"ARKANSAS",2020-04-01,3041640,61,584,2,10,10,96,0,2,NA,NA,1.15,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"725",716,"ARKANSAS",2020-04-02,3041640,59,643,2,12,10,106,0,2,NA,NA,1.15,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"726",717,"ARKANSAS",2020-04-03,3041640,61,704,0,12,10,116,0,2,NA,NA,1.15,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"727",718,"ARKANSAS",2020-04-04,3041640,39,743,2,14,6,122,0,2,52075,"2SM",3,1,0,0,"AR",34.969704,-92.373123,5,68085
"728",719,"ARKANSAS",2020-04-05,3041640,94,837,2,16,15,138,0,3,NA,NA,3,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"729",720,"ARKANSAS",2020-04-06,3041640,38,875,0,16,6,144,0,3,NA,NA,3,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"730",721,"ARKANSAS",2020-04-07,3041640,71,946,2,18,12,156,0,3,NA,NA,3,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"731",722,"ARKANSAS",2020-04-08,3041640,54,1000,0,18,9,164,0,3,NA,NA,3,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"732",723,"ARKANSAS",2020-04-09,3041640,119,1119,3,21,20,184,0,3,NA,NA,3,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"733",724,"ARKANSAS",2020-04-10,3041640,52,1171,0,21,9,192,0,3,NA,NA,3,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"734",725,"ARKANSAS",2020-04-11,3041640,57,1228,4,25,9,202,1,4,NA,NA,3,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"735",726,"ARKANSAS",2020-04-12,3041640,52,1280,2,27,9,210,0,4,NA,NA,3,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"736",727,"ARKANSAS",2020-04-13,3041640,130,1410,2,29,21,232,0,5,NA,NA,3,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"737",728,"ARKANSAS",2020-04-14,3041640,88,1498,3,32,14,246,0,5,NA,NA,3,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"738",729,"ARKANSAS",2020-04-15,3041640,71,1569,1,33,12,258,0,5,NA,NA,3,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"739",730,"ARKANSAS",2020-04-16,3041640,51,1620,4,37,8,266,1,6,NA,NA,3,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"740",731,"ARKANSAS",2020-04-17,3041640,75,1695,0,37,12,279,0,6,NA,NA,3,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"741",732,"ARKANSAS",2020-04-18,3041640,49,1744,1,38,8,287,0,6,NA,NA,3,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"742",733,"ARKANSAS",2020-04-19,3041640,37,1781,1,39,6,293,0,6,NA,NA,3,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"743",734,"ARKANSAS",2020-04-20,3041640,192,1973,2,41,32,324,0,7,NA,NA,3,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"744",735,"ARKANSAS",2020-04-21,3041640,17,1990,1,42,3,327,0,7,NA,NA,3,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"745",736,"ARKANSAS",2020-04-22,3041640,286,2276,0,42,47,374,0,7,NA,NA,3,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"746",737,"ARKANSAS",2020-04-23,3041640,323,2599,3,45,53,427,0,7,NA,NA,3,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"747",738,"ARKANSAS",2020-04-24,3041640,211,2810,2,47,35,462,0,8,NA,NA,3,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"748",739,"ARKANSAS",2020-04-25,3041640,101,2911,1,48,17,479,0,8,NA,NA,3,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"749",740,"ARKANSAS",2020-04-26,3041640,90,3001,3,51,15,493,0,8,NA,NA,3,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"750",741,"ARKANSAS",2020-04-27,3041640,68,3069,0,51,11,504,0,8,NA,NA,3,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"751",742,"ARKANSAS",2020-04-28,3041640,58,3127,6,57,10,514,1,9,NA,NA,3,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"752",743,"ARKANSAS",2020-04-29,3041640,66,3193,0,57,11,525,0,9,NA,NA,3,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"753",744,"ARKANSAS",2020-04-30,3041640,88,3281,4,61,14,539,1,10,NA,NA,3,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"754",745,"ARKANSAS",2020-05-01,3041640,56,3337,3,64,9,549,0,11,NA,NA,3,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"755",746,"ARKANSAS",2020-05-02,3041640,35,3372,8,72,6,554,1,12,NA,NA,3,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"756",747,"ARKANSAS",2020-05-03,3041640,65,3437,4,76,11,565,1,12,NA,NA,3,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"757",748,"ARKANSAS",2020-05-04,3041640,54,3491,4,80,9,574,1,13,52075,"2E",2.8,1,1,0,"AR",34.969704,-92.373123,5,68085
"758",749,"ARKANSAS",2020-05-05,3041640,34,3525,3,83,6,579,0,14,NA,NA,2.8,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"759",750,"ARKANSAS",2020-05-06,3041640,86,3611,4,87,14,594,1,14,52075,"2E",2.6,1,1,0,"AR",34.969704,-92.373123,5,68085
"760",751,"ARKANSAS",2020-05-07,3041640,92,3703,0,87,15,609,0,14,NA,NA,2.6,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"761",752,"ARKANSAS",2020-05-08,3041640,44,3747,1,88,7,616,0,14,NA,NA,2.6,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"762",753,"ARKANSAS",2020-05-09,3041640,0,3747,0,88,0,616,0,14,NA,NA,2.6,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"763",754,"ARKANSAS",2020-05-10,3041640,265,4012,3,91,44,660,0,15,NA,NA,2.6,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"764",755,"ARKANSAS",2020-05-11,3041640,31,4043,3,94,5,665,0,15,NA,NA,2.6,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"765",756,"ARKANSAS",2020-05-12,3041640,121,4164,1,95,20,684,0,16,NA,NA,2.6,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"766",757,"ARKANSAS",2020-05-13,3041640,72,4236,2,97,12,696,0,16,NA,NA,2.6,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"767",758,"ARKANSAS",2020-05-14,3041640,130,4366,1,98,21,718,0,16,NA,NA,2.6,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"768",759,"ARKANSAS",2020-05-15,3041640,97,4463,0,98,16,734,0,16,NA,NA,2.6,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"769",760,"ARKANSAS",2020-05-16,3041640,115,4578,0,98,19,753,0,16,NA,NA,2.6,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"770",761,"ARKANSAS",2020-05-17,3041640,181,4759,0,98,30,782,0,16,NA,NA,2.6,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"771",762,"ARKANSAS",2020-05-18,3041640,54,4813,2,100,9,791,0,16,52075,"2E",2.15,1,1,0,"AR",34.969704,-92.373123,5,68085
"772",763,"ARKANSAS",2020-05-19,3041640,110,4923,2,102,18,809,0,17,52075,"4E",1.95,1,1,0,"AR",34.969704,-92.373123,5,68085
"773",764,"ARKANSAS",2020-05-20,3041640,80,5003,5,107,13,822,1,18,NA,NA,1.95,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"774",765,"ARKANSAS",2020-05-21,3041640,455,5458,3,110,75,897,0,18,NA,NA,1.95,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"775",766,"ARKANSAS",2020-05-22,3041640,154,5612,3,113,25,923,0,19,52075,"4E",1.65,1,1,0,"AR",34.969704,-92.373123,5,68085
"776",767,"ARKANSAS",2020-05-23,3041640,163,5775,2,115,27,949,0,19,NA,NA,1.65,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"777",768,"ARKANSAS",2020-05-24,3041640,147,5922,1,116,24,973,0,19,NA,NA,1.65,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"778",769,"ARKANSAS",2020-05-25,3041640,107,6029,1,117,18,991,0,19,NA,NA,1.65,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"779",770,"ARKANSAS",2020-05-26,3041640,151,6180,2,119,25,1016,0,20,52075,"4E",1.6,1,1,0,"AR",34.969704,-92.373123,5,68085
"780",771,"ARKANSAS",2020-05-27,3041640,97,6277,1,120,16,1032,0,20,NA,NA,1.6,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"781",772,"ARKANSAS",2020-05-28,3041640,261,6538,5,125,43,1075,1,21,NA,NA,1.6,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"782",773,"ARKANSAS",2020-05-29,3041640,239,6777,7,132,39,1114,1,22,NA,NA,1.6,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"783",774,"ARKANSAS",2020-05-30,3041640,236,7013,1,133,39,1153,0,22,NA,NA,1.6,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"784",775,"ARKANSAS",2020-05-31,3041640,240,7253,0,133,39,1192,0,22,NA,NA,1.6,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"785",776,"ARKANSAS",2020-06-01,3041640,190,7443,0,133,31,1224,0,22,NA,NA,1.6,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"786",777,"ARKANSAS",2020-06-02,3041640,375,7818,3,136,62,1285,0,22,NA,NA,1.6,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"787",778,"ARKANSAS",2020-06-03,3041640,249,8067,6,142,41,1326,1,23,NA,NA,1.6,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"788",779,"ARKANSAS",2020-06-04,3041640,358,8425,9,151,59,1385,1,25,NA,NA,1.6,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"789",780,"ARKANSAS",2020-06-05,3041640,226,8651,1,152,37,1422,0,25,NA,NA,1.6,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"790",781,"ARKANSAS",2020-06-06,3041640,450,9101,2,154,74,1496,0,25,NA,NA,1.6,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"791",782,"ARKANSAS",2020-06-07,3041640,325,9426,0,154,53,1549,0,25,NA,NA,1.6,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"792",783,"ARKANSAS",2020-06-08,3041640,314,9740,1,155,52,1601,0,25,NA,NA,1.6,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"793",784,"ARKANSAS",2020-06-09,3041640,340,10080,6,161,56,1657,1,26,NA,NA,1.6,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"794",785,"ARKANSAS",2020-06-10,3041640,288,10368,4,165,47,1704,1,27,NA,NA,1.6,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"795",786,"ARKANSAS",2020-06-11,3041640,448,10816,6,171,74,1778,1,28,NA,NA,1.6,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"796",787,"ARKANSAS",2020-06-12,3041640,731,11547,5,176,120,1898,1,29,NA,NA,1.6,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"797",788,"ARKANSAS",2020-06-13,3041640,548,12095,1,177,90,1988,0,29,NA,NA,1.6,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"798",789,"ARKANSAS",2020-06-14,3041640,406,12501,2,179,67,2055,0,29,NA,NA,1.6,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"799",790,"ARKANSAS",2020-06-15,3041640,416,12917,3,182,68,2123,0,30,52075,"2E",1.4,1,2,0,"AR",34.969704,-92.373123,5,68085
"800",790,"ARKANSAS",2020-06-15,3041640,416,12917,3,182,68,2123,0,30,52075,"4E",1.4,1,2,0,"AR",34.969704,-92.373123,5,68085
"801",791,"ARKANSAS",2020-06-16,3041640,274,13191,6,188,45,2168,1,31,NA,NA,1.4,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"802",792,"ARKANSAS",2020-06-17,3041640,415,13606,9,197,68,2237,1,32,NA,NA,1.4,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"803",793,"ARKANSAS",2020-06-18,3041640,322,13928,11,208,53,2290,2,34,NA,NA,1.4,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"804",794,"ARKANSAS",2020-06-19,3041640,703,14631,6,214,116,2405,1,35,NA,NA,1.4,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"805",795,"ARKANSAS",2020-06-20,3041640,511,15142,10,224,84,2489,2,37,NA,NA,1.4,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"806",796,"ARKANSAS",2020-06-21,3041640,419,15561,1,225,69,2558,0,37,NA,NA,1.4,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"807",797,"ARKANSAS",2020-06-22,3041640,522,16083,2,227,86,2644,0,37,NA,NA,1.4,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"808",798,"ARKANSAS",2020-06-23,3041640,595,16678,10,237,98,2742,2,39,NA,NA,1.4,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"809",799,"ARKANSAS",2020-06-24,3041640,697,17375,3,240,115,2856,0,39,NA,NA,1.4,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"810",800,"ARKANSAS",2020-06-25,3041640,687,18062,0,240,113,2969,0,39,NA,NA,1.4,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"811",801,"ARKANSAS",2020-06-26,3041640,678,18740,9,249,111,3081,1,41,NA,NA,1.4,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"812",802,"ARKANSAS",2020-06-27,3041640,570,19310,10,259,94,3174,2,43,NA,NA,1.4,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"813",803,"ARKANSAS",2020-06-28,3041640,508,19818,5,264,84,3258,1,43,NA,NA,1.4,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"814",804,"ARKANSAS",2020-06-29,3041640,439,20257,1,265,72,3330,0,44,NA,NA,1.4,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"815",805,"ARKANSAS",2020-06-30,3041640,520,20777,5,270,85,3415,1,44,NA,NA,1.4,NA,NA,NA,"AR",34.969704,-92.373123,5,68085
"816",806,"CALIFORNIA",2020-01-22,39611295,NA,0,NA,0,NA,0,NA,0,NA,NA,1.4,NA,NA,NA,"CA",36.1162029999999,-119.681563999999,6,1779778
"817",807,"CALIFORNIA",2020-01-23,39611295,0,0,0,0,0,0,0,0,NA,NA,1.4,NA,NA,NA,"CA",36.1162029999999,-119.681563999999,6,1779778
"818",808,"CALIFORNIA",2020-01-24,39611295,0,0,0,0,0,0,0,0,NA,NA,1.4,NA,NA,NA,"CA",36.1162029999999,-119.681563999999,6,1779778
"819",809,"CALIFORNIA",2020-01-25,39611295,0,0,0,0,0,0,0,0,NA,NA,1.4,NA,NA,NA,"CA",36.1162029999999,-119.681563999999,6,1779778
"820",810,"CALIFORNIA",2020-01-26,39611295,2,2,0,0,0,0,0,0,NA,NA,1.4,NA,NA,NA,"CA",36.1162029999999,-119.681563999999,6,1779778
"821",811,"CALIFORNIA",2020-01-27,39611295,0,2,0,0,0,0,0,0,NA,NA,1.4,NA,NA,NA,"CA",36.1162029999999,-119.681563999999,6,1779778
"822",812,"CALIFORNIA",2020-01-28,39611295,0,2,0,0,0,0,0,0,NA,NA,1.4,NA,NA,NA,"CA",36.1162029999999,-119.681563999999,6,1779778
"823",813,"CALIFORNIA",2020-01-29,39611295,0,2,0,0,0,0,0,0,NA,NA,1.4,NA,NA,NA,"CA",36.1162029999999,-119.681563999999,6,1779778
"824",814,"CALIFORNIA",2020-01-30,39611295,0,2,0,0,0,0,0,0,NA,NA,1.4,NA,NA,NA,"CA",36.1162029999999,-119.681563999999,6,1779778
"825",815,"CALIFORNIA",2020-01-31,39611295,1,3,0,0,0,0,0,0,NA,NA,1.4,NA,NA,NA,"CA",36.1162029999999,-119.681563999999,6,1779778
"826",816,"CALIFORNIA",2020-02-01,39611295,0,3,0,0,0,0,0,0,NA,NA,1.4,NA,NA,NA,"CA",36.1162029999999,-119.681563999999,6,1779778
"827",817,"CALIFORNIA",2020-02-02,39611295,0,3,0,0,0,0,0,0,NA,NA,1.4,NA,NA,NA,"CA",36.1162029999999,-119.681563999999,6,1779778
"828",818,"CALIFORNIA",2020-02-03,39611295,3,6,0,0,0,0,0,0,NA,NA,1.4,NA,NA,NA,"CA",36.1162029999999,-119.681563999999,6,1779778
"829",819,"CALIFORNIA",2020-02-04,39611295,0,6,0,0,0,0,0,0,NA,NA,1.4,NA,NA,NA,"CA",36.1162029999999,-119.681563999999,6,1779778
"830",820,"CALIFORNIA",2020-02-05,39611295,0,6,0,0,0,0,0,0,NA,NA,1.4,NA,NA,NA,"CA",36.1162029999999,-119.681563999999,6,1779778
"831",821,"CALIFORNIA",2020-02-06,39611295,0,6,0,0,0,0,0,0,NA,NA,1.4,NA,NA,NA,"CA",36.1162029999999,-119.681563999999,6,1779778
"832",822,"CALIFORNIA",2020-02-07,39611295,0,6,0,0,0,0,0,0,NA,NA,1.4,NA,NA,NA,"CA",36.1162029999999,-119.681563999999,6,1779778
"833",823,"CALIFORNIA",2020-02-08,39611295,0,6,0,0,0,0,0,0,NA,NA,1.4,NA,NA,NA,"CA",36.1162029999999,-119.681563999999,6,1779778
"834",824,"CALIFORNIA",2020-02-09,39611295,0,6,0,0,0,0,0,0,NA,NA,1.4,NA,NA,NA,"CA",36.1162029999999,-119.681563999999,6,1779778
"835",825,"CALIFORNIA",2020-02-10,39611295,0,6,0,0,0,0,0,0,NA,NA,1.4,NA,NA,NA,"CA",36.1162029999999,-119.681563999999,6,1779778
"836",826,"CALIFORNIA",2020-02-11,39611295,1,7,0,0,0,0,0,0,NA,NA,1.4,NA,NA,NA,"CA",36.1162029999999,-119.681563999999,6,1779778
"837",827,"CALIFORNIA",2020-02-12,39611295,0,7,0,0,0,0,0,0,NA,NA,1.4,NA,NA,NA,"CA",36.1162029999999,-119.681563999999,6,1779778
"838",828,"CALIFORNIA",2020-02-13,39611295,1,8,0,0,0,0,0,0,NA,NA,1.4,NA,NA,NA,"CA",36.1162029999999,-119.681563999999,6,1779778
"839",829,"CALIFORNIA",2020-02-14,39611295,0,8,0,0,0,0,0,0,NA,NA,1.4,NA,NA,NA,"CA",36.1162029999999,-119.681563999999,6,1779778
"840",830,"CALIFORNIA",2020-02-15,39611295,0,8,0,0,0,0,0,0,NA,NA,1.4,NA,NA,NA,"CA",36.1162029999999,-119.681563999999,6,1779778
